name,latitude,longitude,primary_fuel,estimated_generation_gwh_2017
Dorchester Biomass,33.2386,-80.4503,Waste,4.07
Dorchester Solar Site,42.3008,-71.0472,Solar,1.21
Doreen,42.4433,-73.2058,Oil,12.36
Dorena Hydro-Electric Facility,43.7867,-122.9581,Hydro,24.34
Dos Bocas,18.3359,-66.6663,Hydro,33.89
Doswell Energy Center,37.8208,-77.4462,Gas,4630.28
Double C Generation Limited Partnership,35.5005,-119.046,Gas,175.61
Dougherty County Solar  LLC,31.512,-84.0445,Solar,195.54
Douglas,31.3641,-109.5538,Oil,15.29
Douglas County Forest Products,43.2898,-123.3616,Waste,1.14
Douglas Dam,35.9623,-83.5393,Hydro,414.21
Douglas Solar,42.06,-71.73,Solar,2.89
Douglas Todd Community Solar One LLC CSG,45.8433,-95.15,Solar,1.62
Dover,40.5201,-81.4681,Coal,229.11
Dover CSG,41.6809,-73.5766,Solar,3.25
Dover Peaking,40.5416,-81.4985,Oil,6.32
Dover Sun Park,39.1836,-75.5044,Solar,14.89
Dow Jones South Brunswick Solar,40.3698,-74.5868,Solar,5.58
Dow St Charles Operations,29.9861,-90.4414,Gas,1141.17
Downey,33.9194,-118.1289,Storage,
Downs Farm Solar,36.3619,-76.9169,Solar,9.1
Downsville DPC Solar,44.8142,-91.8841,Solar,1.62
Downtown,36.6803,-76.9219,Oil,1.87
Doyle Energy Facility,33.8377,-83.6996,Gas,1442.33
Dragstrip Farm,35.7581,-81.4161,Solar,10.15
Dresden Energy Facility,40.0928,-82.0276,Gas,2392.02
Dresden Generating Station,41.39,-88.27,Nuclear,16014.13
Drews Generating Facility,34.0609,-117.3532,Gas,157.98
Drexel Operations Center,35.7481,-81.6072,Oil,1.28
Drift Sand Wind Project LLC,34.8278,-97.9572,Wind,317.16
Drop 1,32.7116,-114.9427,Hydro,10.07
Drop 2 (CA),32.7054,-115.031,Hydro,22.16
Drop 2 (WA),46.4492,-120.5342,Hydro,5.95
Drop 3 (CA),32.7054,-115.1261,Hydro,20.39
Drop 3 (WA),46.4231,-120.56,Hydro,3.86
Drop 4,32.7053,-115.2191,Hydro,44.62
Drop 5,38.4044,-107.8102,Hydro,8.52
Drop 5,32.6731,-115.392,Hydro,7.62
Drum 1,39.2569,-120.7674,Hydro,120.28
Drum 2,39.2574,-120.767,Hydro,129.81
Dry Creek LFG to Energy Project,42.3844,-122.7718,Waste,0.57
Dry Creek Project,44.0274,-112.7194,Hydro,6.82
Dry Fork Station,44.3889,-105.4608,Coal,2234.29
Dry Lake Wind LLC,34.6596,-110.2842,Wind,164.28
Dryden Rd #2 Community Solar Farm CSG,42.4878,-76.32,Solar,3.25
Du Bay,44.6647,-89.6511,Hydro,35.38
Duane Arnold Energy Center,42.1011,-91.7781,Nuclear,5390.66
Duanesburg,42.7622,-74.2016,Solar,3.25
Dublin Solar I,32.581,-82.926,Solar,7.62
Dudley River 2 Solar  LLC CSG,42.0724,-71.9971,Solar,1.62
Dudley River 3 Solar  LLC CSG,42.0713,-71.9982,Solar,1.62
Dudley River Solar  LLC CSG,42.0709,-71.9997,Solar,1.62
Dudley Solar CSG,42.0539,-71.9229,Solar,3.09
Duke Building 129,39.9108,-86.2453,Solar,5.25
Duke Building 87,39.8908,-86.2556,Solar,4.3
Duke Building 98,39.9047,-86.26,Solar,4.15
Duke Energy CHP at Clemson University,34.6779,-82.8231,Gas,47.25
Dulles,34.0301,-117.5178,Solar,4.27
Duluth Paper Mill,46.735,-92.1621,Other,209.04
Dundas Solar Holdings LLC CSG,44.4396,-93.1973,Solar,8.14
Dunkirk Generating Plant,42.4915,-79.3466,Coal,2897.14
Dunlap,42.0436,-106.1603,Wind,383.08
Dunlap TP 1,29.6402,-98.0459,Hydro,8.83
Dunn,35.475,-78.5486,Solar,3.77
Dunn Paper,44.3364,-75.5027,Hydro,3.84
Duplin Solar I LLC (160 Houston Lane),34.9601,-77.9804,Solar,9.05
Duplin Solar LLC,35.0119,-78.0783,Solar,9.05
Durant,41.5998,-90.912,Oil,2.57
Durbin Creek Windfarm (Burnt River),44.3531,-117.3231,Wind,29.36
Durham AWTF,45.4005,-122.7658,Biomass,
Durham Solar,36.0049,-78.8485,Solar,6.64
Dutch Flat,39.217,-120.8356,Hydro,54.58
Dutch Flat 2,39.2184,-120.8352,Hydro,67.15
Dutch Harbor,53.8925,-166.5382,Oil,12.83
Dutch Hill Wind Project,42.5456,-77.4967,Wind,103.92
Dutch Wind Energy,33.8942,-116.5603,Wind,15.58
Dutchess Cnty Resource Recovery Facility,41.647,-73.943,Waste,1.66
Dwight,42.1495,-72.6109,Hydro,4
Dworshak,46.5143,-116.2977,Hydro,1091.9
Dynamic - Walpole,42.1332,-71.2719,Solar,3.25
Dynegy Moss Landing Power Plant Hybrid,36.8048,-121.7822,Gas,4930.04
Dynegy Oakland Power Plant,37.7968,-122.2819,Oil,130.98
E B Harris Electric Generating Plant,32.3814,-86.5744,Gas,4598.55
E C Gaston,33.2442,-86.4581,Gas,7172.89
E D Edwards,40.5958,-89.6631,Coal,2976.13
E F Barrett,40.6167,-73.6479,Gas,2359.93
E F Oxnard Energy Facility,34.1958,-119.1664,Gas,171.03
E J West,43.3189,-73.9208,Hydro,71.9
E W Brown,37.7883,-84.7126,Gas,5129.64
E&B Resources,35.5346,-119.06,Solar,2.29
E-Volve Energy Holdings LLC,29.7408,-96.1599,Solar,3.11
E. Goenner Project CSG,45.464,-94.091,Solar,1.62
E.B. Eddy Paper Inc,42.9896,-82.4379,Gas,17.63
EAFB - North Base,34.9325,-117.9072,Solar,2.03
EAFB - South Base,34.9172,-117.9003,Solar,2.03
EBZ Solar,42.5706,-71.625,Solar,3.39
ECP Uptown Campus,40.4373,-79.9874,Gas,19.74
EDF Lancaster,42.5292,-71.6653,Solar,6.2
EDF Renewable Windfarm V Inc,38.1167,-121.8333,Wind,19.78
EE Waianae Solar Project,21.452,-158.1879,Solar,46.11
EG178 Facility,32.7471,-100.9547,Gas,542.72
EGP Stillwater Solar PV II  LLC,39.542,-118.5601,Solar,32.59
EHC West Hopkinton,43.1897,-71.7483,Hydro,2.93
EKS Landfill,44.7806,-93.3094,Waste,0.86
ELACC Photovoltaic Power Facility,34.0403,-118.1481,Solar,0.99
ENEL Salt Wells LLC,39.2944,-118.5725,Geothermal,127.56
EQX002 Secaucus Rd Fuel Cell,40.7754,-74.0703,Gas,5.28
EQX003 Secaucus Rd Fuel Cell,40.7785,-74.0722,Gas,7.05
EQX010 Great Oaks Fuel Cell,37.2421,-121.7831,Gas,8.46
EQX011 Duane Fuel Cell,37.3782,-121.9549,Gas,18.33
EQX012 Harz Fuel Cell,40.7778,-74.0759,Gas,8.81
EQX015 Great Oaks Fuel Cell,37.2419,-121.7816,Gas,14.1
ESA Four Oaks 2 NC LLC,35.4161,-78.4092,Solar,3.25
ESA Selma,35.5262,-78.2898,Solar,3.11
ESA Smithfield,35.4883,-78.3198,Solar,3.37
ESS Battery Microgrid,57.7992,-152.4042,Storage,
ETS Ewing Solar Facility,40.2818,-74.7936,Solar,1.74
ETT Presidio NaS Battery,29.5663,-104.3554,Storage,
Eagle,43.9097,-75.2008,Hydro,23.64
Eagle Creek,35.214,-119.3952,Solar,4.88
Eagle Pass,28.8295,-100.5522,Hydro,41.04
Eagle Point,42.5146,-122.7571,Hydro,9.17
Eagle Point Power Generation,39.8746,-75.1592,Gas,887.97
Eagle Point Solar,42.4008,-122.8292,Solar,16.13
Eagle Springs Solar LLC,39.5261,-107.6961,Solar,1.71
Eagle Valley (IN),39.4852,-86.4183,Gas,2271.06
Eagle Valley (MI),42.7225,-83.2631,Waste,0.57
Eagle Valley Clean Energy LLC Biomass,39.6481,-106.9431,Waste,2.28
Earl F Wisdom,43.1606,-95.2569,Gas,420
Earlville,42.4942,-91.2725,Oil,1.05
Earthmovers LFGTE,41.6229,-85.9752,Waste,0.86
East 12th Street,37.2367,-96.9625,Gas,99.09
East Acres Solar NG  LLC,42.4875,-73.2423,Solar,9.45
East Amwell,40.4433,-74.8764,Solar,2.9
East Barnet,44.3263,-72.0359,Hydro,8.01
East Bend,38.9036,-84.8514,Coal,3566
East Bridgewater Solar,42.0599,-70.9817,Solar,3.74
East Campus Steam Plant,40.8092,-77.8475,Gas,24.68
East Campus Utility Plant,39.1379,-84.5049,Oil,2.81
East Chicago,41.6322,-87.4692,Solar,3.02
East Hampton,40.9617,-72.2103,Oil,15.99
East Hampton Energy Storage Center,40.9618,-72.2099,Storage,
East Highline,32.6995,-115.2824,Hydro,5.64
East Kansas Agri-Energy  LLC,38.2725,-95.2403,Cogeneration,
East Longmeadow Solar PV,42.0468,-72.4591,Solar,8.14
East Norfolk,44.7989,-74.9856,Hydro,16.06
East Orange Solar,40.7476,-74.3358,Solar,6.95
East Pecos Solar,31.0009,-102.2817,Solar,193.1
East Portal Generator,34.2619,-118.6242,Hydro,2.51
East Pulaski BESS,43.5466,-76.104,Storage,
East River,40.7281,-73.9742,Gas,2525.67
East Side,42.2248,-121.7955,Hydro,10.36
East Springfield Solar PV,42.14,-72.55,Solar,2.28
East Wayne Solar LLC,35.4417,-77.85,Solar,3.44
East Winds Project,33.8909,-116.5415,Wind,5.44
East. Michigan Univ. Heating Plant,42.2489,-83.6289,Gas,27.5
Eastern Correctional Institute,38.159,-75.704,Waste,1.05
Eastern Iowa Solar,41.597,-91.0363,Solar,2.54
Eastern Landfill Gas LLC,39.3897,-76.392,Waste,0.54
Eastern Maine Medical Center,44.8083,-68.7508,Gas,13.4
Eastern Shore Solar  LLC,37.9439,-75.5696,Solar,178.49
Easthampton Landfill-City of Easthampton,42.2869,-72.7014,Solar,2.1
Eastman Cogeneration Facility,32.4481,-94.6903,Gas,1649.34
Eastman Falls,43.4472,-71.6579,Hydro,21.91
Easton,38.7786,-76.0769,Oil,19.69
Easton 2,38.795,-76.07,Oil,22.73
Easton Landfill,42.0103,-71.0922,Solar,2.98
Eastover Farm,34.7422,-79.4631,Solar,10.56
Eastridge Wind Project,43.9358,-95.9222,Wind,29.91
Eastside WWTP,35.9428,-79.9089,Oil,3.16
Eastwood Solar,44.1545,-93.9166,Solar,8.96
Ebensburg Power,40.455,-78.7472,Coal,266.06
Echo Dam,40.9648,-111.4339,Hydro,10.87
Echo Wind Park,43.8825,-83.1614,Wind,619.37
Eckert Station,42.7184,-84.5581,Coal,1108.6
Eclipse Wind Farm,41.5547,-94.685,Wind,676.87
EcoEléctrica,17.9812,-66.7552,Gas,1787.93
EcoGrove Wind LLC,42.4515,-89.8784,Wind,284.38
Ector County Energy Center,32.0692,-102.5856,Gas,1265.3
Eddy II,31.2912,-97.2607,Solar,16.29
Eddystone Generating Station,39.858,-75.323,Gas,3038.42
Eden Solar LLC,35.1485,-79.6364,Solar,105.6
Edenton Generators,36.0286,-76.5719,Oil,1.4
Edenton Solar,36.054,-76.544,Solar,8.14
Edenville,43.814,-84.3767,Hydro,14.21
Edge Moor,39.7389,-75.5038,Gas,2504.86
Edgerton,41.45,-84.7672,Oil,2.1
Edgewater,43.7151,-87.7059,Coal,1910.95
Edgewood Energy LLC,40.7861,-73.2931,Gas,352.64
Edison Sault,46.4974,-84.332,Hydro,196.66
Edison Solar,33.2442,-81.3862,Solar,7.82
Edom Hills Project 1 LLC,33.8817,-116.4603,Wind,58.81
Edward C Hyatt,39.543,-121.4922,Hydro,1734.08
Edward L. Addison Generating Plant,32.9111,-84.3064,Gas,2472.77
Edwards Air Force Base,34.9077,-117.9206,Solar,5.4
Edwardsport,38.8067,-87.2472,Coal,3716.12
Edwin I Hatch,31.9342,-82.3447,Nuclear,14660.71
Eel Weir,44.6384,-75.4905,Hydro,10.09
Effingham County Power Project,32.2773,-81.2844,Gas,2103.9
Effley,43.9228,-75.2779,Hydro,11.34
Eichtens Community Solar,45.3827,-92.7725,Solar,6.35
Eichtens II CSG,45.3966,-92.7826,Solar,1.62
Eielson AFB Central Heat & Power Plant,64.6714,-147.076,Coal,143.19
Eight Flags Energy,30.6608,-81.4706,Gas,76.17
Eklutna Generation Station,61.4578,-149.3514,Gas,603.03
Eklutna Hydro Project,61.4752,-149.1501,Hydro,137.39
El Cabo Wind,34.6511,-105.4617,Wind,875.14
El Cajon Energy Center,32.7961,-116.9721,Gas,175.97
El Cajon Energy Storage,32.8115,-117.0505,Storage,
El Centro Hybrid,32.8022,-115.54,Gas,1369.33
El Dorado,38.7936,-120.6192,Hydro,75.87
El Dorado Hydro Elk Creek,45.2178,-116.3158,Hydro,9.07
El Dorado Refinery,37.7928,-96.8772,Gas,137.18
El Dorado Springs Solar Farm,37.8587,-94.0026,Solar,4.07
El Nido Facility,37.1867,-120.4903,Waste,2.26
El Segundo Cogen,33.9058,-118.4031,Gas,635.12
El Segundo Energy Center LLC,33.9106,-118.425,Gas,1895.13
El Vado Dam,36.5928,-106.7321,Hydro,18.33
Elbe Solar Center,44.618,-121.205,Solar,16.29
Elbow Creek Wind Project LLC,32.1408,-101.3986,Wind,361.83
Electra,38.331,-120.6699,Hydro,326.27
Electra Wind Farm,34.1029,-99.1187,Wind,772.43
Electric Avenue Facility,38.28,-77.59,Oil,4.04
Electrifarm,42.4407,-92.4205,Gas,931.34
Electron,46.991,-122.1749,Hydro,72.62
Elephant Butte,33.1534,-107.192,Hydro,86.82
Elevation Solar C,34.7303,-118.3042,Solar,65.18
Elgin Energy Center LLC,42.0001,-88.2446,Gas,1904.3
Elim,64.6166,-162.2637,Oil,0.64
Elizabeth Mines Solar 1,43.8236,-72.3311,Solar,8.14
Elizabeth River Power Station,36.775,-76.3083,Gas,1371.1
Elizabethtown Solar,40.1527,-76.5814,Solar,3.06
Elk Basin Gasoline Plant,44.9806,-108.8428,Gas,7.05
Elk City LLC,35.4642,-99.8983,Wind,698.97
Elk City Station,41.3839,-96.2544,Waste,1.15
Elk Hills Cogen,35.4791,-119.7375,Gas,164.33
Elk Hills Power LLC,35.2803,-119.4707,Gas,2197
Elk Mound,44.9028,-91.5681,Gas,250.38
Elk River,45.2968,-93.5584,Gas,674.61
Elk River City of,45.3158,-93.5781,Oil,7.15
Elk River Wind,37.5797,-96.5503,Wind,497.5
Elk Station,33.865,-101.8433,Gas,2137.05
Elk Wind Farm,42.5839,-91.3708,Wind,132.26
Elkhart,41.6928,-85.965,Hydro,11.63
Elkhorn Ridge Wind LLC,42.6978,-97.6189,Wind,259.07
Elkhorn Valley Wind Farm,45.0852,-117.8163,Wind,318.97
Elkins Generating Center,35.9714,-94.0014,Gas,232.74
Elkton,38.3836,-78.6528,Gas,34.55
Elkton Solar,39.6035,-75.8362,Solar,2.6
Ellerbe,35.1,-79.73,Solar,3.89
Ellettsville Solar RES,39.2548,-86.6568,Solar,1.58
Elliana Solar,36.1311,-79.3325,Solar,10.34
Ellinwood,38.3545,-98.5834,Oil,4.98
Ellis Hydro,35.3514,-94.2943,Hydro,108.01
Ellis Solar,42.4446,-76.4332,Solar,29.33
Ellsworth Hydro Station,44.5442,-68.4306,Hydro,31.43
Ellsworth I CSG,42.8993,-73.7098,Solar,3.25
Ellwood,34.4314,-119.9001,Gas,204.53
Elm City Solar Facility,35.7811,-77.8469,Solar,82.99
Elm Creek Wind II LLC,43.6848,-94.8799,Wind,507.68
Elm Creek Wind LLC,43.7542,-94.9497,Wind,338.92
Elm Road Generating Station,42.8492,-87.8336,Coal,6478.85
Elm Solar  LLC,35.4538,-79.1895,Solar,10.24
Elm Street Substation Generators,37.7814,-90.4156,Oil,3.51
Elmer,43.9275,-75.2883,Hydro,8.25
Elmer Smith,37.7942,-87.0608,Coal,2056.91
Elmore Company,33.1777,-115.6033,Geothermal,245.94
Elmwood Park Power LLC,40.9053,-74.1304,Gas,315.62
Elroy,43.7395,-90.2675,Oil,3.86
Elroy Solar,43.732,-90.025,Solar,2.44
Eltopia Branch Canal 4.6,46.3784,-119.2545,Hydro,7.44
Elwood Energy LLC,41.4388,-88.1236,Gas,6093.78
Elwood Energy Storage Center,41.8969,-88.2227,Storage,
Emerson,42.276,-96.7292,Gas,5.64
Emery Station,43.094,-93.2922,Gas,2125.77
Emmitsburg Solar Arrays,39.6937,-77.3144,Solar,2.61
Emmonak,62.7777,-164.5315,Oil,1.87
Emmons-Logan Wind  LLC,46.373,-100.0511,Wind,587.34
Emory Decatur Hospital,33.7919,-84.2831,Oil,2.28
Emory Hillandale Hospital,33.7036,-84.1494,Oil,0.93
Empire Energy Center,37.1385,-94.1041,Gas,1336.54
Empire Generating Co LLC,42.6252,-73.75,Gas,2305.27
Empire Solar,44.6644,-93.1088,Solar,11.4
Emporia,36.696,-77.56,Hydro,6.63
Emporia Energy Center,38.4459,-96.0652,Gas,2575.04
Encina Water Pollution Control,33.1165,-117.3215,Biomass,
Encogen,48.746,-122.486,Gas,622.07
Enderlin,46.6144,-97.5765,Waste,1.77
Enel Cove Fort,38.5603,-112.5811,Geothermal,135.13
Energy Center Dover,39.1495,-75.5473,Gas,416.12
Energy Shelby County,39.2794,-88.4772,Gas,1703.29
Enerparc CA1 LLC,36.8317,-121.4042,Solar,3.36
Enerparc CA2  LLC,39.699,-122.1756,Solar,3.04
Enfield Community Solar,42.4533,-76.5948,Solar,2.93
Engelhard Solar LLC,40.33,-74.4625,Solar,1.58
Engineered Carbons Borger Cogen,35.667,-101.432,Gas,70.52
Engineered Carbons Echo Cogeneration,30.1525,-93.7206,Gas,35.26
English Farms,41.57,-92.4072,Wind,503.64
Ennis Power Company LLC,32.32,-96.675,Gas,1474.07
Ennis Solar  LLC,35.422,-78.7217,Solar,8.14
Enoree Phase II Landfill Gas Recovery,34.8008,-82.1847,Waste,0.57
Ensign Wind LLC,37.6145,-100.2787,Wind,367.15
Enter Solar,44.1416,-93.7077,Solar,1.62
Enterprise Products Operating,29.8247,-94.9197,Gas,72.99
Enterprise Solar  LLC,37.6411,-113.6125,Solar,200.58
Enterprise Sugar Factory,29.9036,-91.7256,Waste,0.54
Eolos Wind Energy Research Field Station,44.7283,-93.0481,Wind,6.08
Ephratah,43.0092,-74.5372,Hydro,11.84
Epic Verona,42.9968,-89.5687,Oil,25.31
Equilon Los Angeles Refining,33.7917,-118.2347,Gas,292.69
Equinix Caspian Dr. Fuel Cell,37.4151,-122.0521,Gas,16.92
Equinix Douglas St. Fuel Cell,33.9212,-118.3845,Gas,5.28
Equinix Great Oaks Blvd. Fuel Cell,37.241,-121.7826,Gas,15.86
Equinix Lundy Ave. Fuel Cell,37.3885,-121.889,Gas,13.4
Equinix Maple Ave. Fuel Cell,33.9254,-118.3946,Gas,7.05
Equinix San Jose,37.2417,-121.7814,Gas,3.87
Equity Industrial Turbines,42.6256,-70.6565,Wind,11.21
Equuleus Community Solar Gardens,44.7261,-93.0227,Solar,8.14
Equus Freeport Power,40.6439,-73.5683,Gas,423.17
Ergon Refining Vicksburg,32.3883,-90.9083,Gas,16.92
Erickson Station,42.6922,-84.6572,Coal,714.58
Erie,37.5668,-95.2375,Oil,2.52
Erie Coke,42.1439,-80.0696,Gas,8.81
Erie Energy Center,37.5742,-95.2372,Oil,11.72
Errol Hydroelectric Project,44.7866,-71.1243,Hydro,11.32
Erving Paper Mills,42.5983,-72.3875,Gas,21.86
Erwin Farm,35.3333,-78.6614,Solar,9.86
Escalante,35.4159,-108.082,Coal,1187.12
Escalante Solar I  LLC,38.5242,-113.0339,Solar,199.7
Escalante Solar II  LLC,38.5008,-113.03,Solar,199.7
Escalante Solar III  LLC,38.4978,-112.9869,Solar,184.55
Escanaba Mill,45.8044,-87.0891,Biomass,
Escondido Energy Center,33.1261,-117.1172,Gas,175.97
Escondido Energy Storage,33.1244,-117.1143,Storage,
Essential Power Massachusetts LLC,42.095,-72.595,Gas,883.73
Essential Power Newington LLC,43.1047,-70.8061,Gas,2135.29
Essential Power Rock Springs LLC,39.719,-76.1598,Gas,2724.57
Essex,36.8682,-89.8402,Gas,427.41
Essex County Correctional Facility Cogen,40.7205,-74.1263,Gas,21.86
Essex Junction 19,44.4821,-73.1164,Oil,9.37
Essex Solar Center,37.8341,-76.8,Solar,32.59
Estes,40.3768,-105.5097,Hydro,89.03
Estherville,43.4028,-94.8433,Gas,55.01
Estill Solar,32.7638,-81.2422,Solar,32.59
Estill Solar II,32.7278,-81.2535,Solar,16.62
Estrella Mountain PV,33.4098,-112.3403,Solar,2.93
Etiwanda,34.1035,-117.5257,Hydro,59.23
Eubank Landfill Solar Array,35.0492,-106.53,Solar,4.23
Euclid Farm  Stamco N-54,41.6022,-81.4969,Wind,2.06
Eufaula Dam,35.3069,-95.3572,Hydro,324.51
Eurus Combine Hills Turbine Ranch 2,45.943,-118.591,Wind,164.52
Eva Creek Wind,64.0583,-148.9,Wind,82.31
Evander Andrews Power Complex,43.1792,-115.7343,Gas,955.32
Evanston Township High School,42.044,-87.6996,Gas,8.46
Everett PV1,35.8211,-77.3096,Solar,16.29
Everetts Wildcat Solar  LLC,35.8472,-77.1114,Solar,9.1
Evergreen BioPower LLC,44.7708,-122.612,Waste,3.8
Evonik Industries AG,40.3872,-86.9391,Oil,0.7
Exchequer,37.5843,-120.2686,Hydro,285.37
Exelon Framingham LLC,42.2672,-71.3983,Oil,24.96
Exelon LaPorte Generating Station,29.7028,-95.0718,Gas,832.25
Exelon Medway LLC,42.14,-71.4464,Oil,79.12
Exelon Solar Chicago,41.6758,-87.6514,Solar,13.19
Exelon West Medway II LLC,42.1372,-71.4447,Gas,705.29
Exeter Energy LP,41.7124,-71.8223,Other,617.27
Exeter Solar,36.2675,-119.1286,Solar,7.49
Exira,41.5144,-94.9197,Gas,640.05
Expander Turbine,41.6836,-87.4233,Gas,70.52
Expressway Solar A,34.5822,-117.3417,Solar,4.79
Expressway Solar B,34.5833,-117.3403,Solar,4.79
Expressway Solar C2,34.5844,-117.3414,Solar,3.8
Extreme San Ignacio,37.237,-121.7853,Gas,3.52
Extreme Via Del Oro,37.2381,-121.7853,Gas,4.23
Exum Farm Solar  LLC,35.3704,-77.4549,Solar,7.98
ExxonMobil Baton Rouge Turbine Generator,30.4897,-91.1872,Gas,300.81
ExxonMobil Baytown Refinery,29.7535,-94.9973,Gas,625.24
ExxonMobil Baytown Turbine,29.7591,-95.0096,Gas,1346.41
ExxonMobil Beaumont Refinery,30.0636,-94.0753,Gas,2390.25
ExxonMobil Mobile Bay Onshore,30.432,-88.1824,Gas,42.31
ExxonMobil Oil Joliet Refinery,41.4167,-88.1833,Gas,140
ExxonMobil Santa Ynez Facility,34.4648,-120.0444,Gas,173.85
Eyak Service Center BESS,60.5405,-145.7408,Storage,
F B Culley,37.9111,-87.3275,Coal,1704.01
F.D. Kuester Generating Station,46.5127,-87.5107,Gas,464.08
FAA NorCal TRACON,38.5595,-121.2576,Solar,1.9
FCPC Renewable Generation,43.03,-87.9409,Biomass,
FECC Solar Benton,34.6384,-92.5783,Solar,1.62
FIU Solar,25.77,-80.3677,Solar,3.32
FL Solar 4  LLC,30.2354,-84.2233,Solar,68.44
FLEX Gibraltar,37.4173,-121.8941,Gas,3.52
FLS Solar 170  LLC,34.6,-78.97,Solar,4.12
FLS Solar 200  LLC,34.5819,-78.94,Solar,8.59
FLS Solar 230 (Warren),35.0161,-77.8219,Solar,9.53
FPL Energy Ashtabula Wind LLC,47.1294,-97.8853,Wind,456.88
FPL Energy Burleigh County Wind,47.1167,-100.7333,Wind,166.27
FPL Energy Crystal Lake Wind II LLC,43.2737,-93.8,Wind,607.95
FPL Energy Crystal Lake Wind LLC,43.2125,-93.8311,Wind,490.23
FPL Energy Illinois Wind LLC Hybrid,41.7678,-88.8867,Wind,657.85
FPL Energy Montezuma Winds LLC,38.1636,-121.7966,Wind,100.05
FPL Energy North Dakota Wind I/II,46.3272,-98.8984,Wind,155.95
FPL Energy Oliver Wind I LLC,47.1528,-101.1977,Wind,165.36
FPL Energy Oliver Wind II LLC,47.1528,-101.1977,Wind,175.41
FPL Energy Story Wind LLC,42.1044,-93.2722,Wind,473.73
FPL Energy Vansycle LLC (OR),46.0128,-118.8162,Wind,250.53
FPL Energy Vansycle LLC (WA),46.06,-118.917,Wind,337.2
FRV SI Transport Solar LP,38.4869,-121.3911,Solar,1.66
Facebook 1 Solar Energy Center,34.831,-106.762,Solar,16.29
Facebook 2 Solar Energy Center,35.08,-106.865,Solar,16.29
Facebook 3 Solar Energy Center,35.075,-106.865,Solar,16.29
Facile Solar,36.0989,-79.4939,Solar,3.95
Factory,39.8259,-89.6373,Oil,15.58
Fair Wind,39.4046,-79.2911,Wind,104.58
Fairbanks,64.8542,-147.7194,Oil,24.73
Fairbanks Morse Engine,42.5185,-89.0287,Oil,0.87
Fairfax,44.5259,-94.7188,Oil,1.17
Fairfax Falls,44.6534,-72.9961,Hydro,11.22
Fairfield,38.3807,-88.366,Oil,4.39
Fairfield Pumped Storage,34.3061,-81.3308,Hydro,1830.64
Fairfield University CHP Plant,41.1589,-73.2572,Gas,15.86
Fairfield Wind,47.7233,-111.9653,Wind,27.65
Fairgrounds,38.5935,-92.2206,Oil,40.02
Fairhaven C CSG,41.663,-70.8632,Solar,2.6
Fairhaven Power,40.7995,-124.2028,Waste,3.4
Fairhaven Wind,41.6391,-70.8734,Wind,9.72
Fairless Energy Center,40.1475,-74.7411,Gas,4718.45
Fairless Hills,40.1405,-74.7506,Waste,10.87
Fairmont (MN),43.6579,-94.4647,Gas,137.53
Fairmont Wind,43.575,-94.4467,Wind,13.05
Fairmont-FLS 100,34.52,-79.13,Solar,7.54
Fairview Farms Solar,42.4597,-72.6103,Solar,2.62
Faison Solar,35.0697,-78.1161,Solar,3.44
Falcon Dam & Power,26.5575,-99.1642,Hydro,112.71
Fall Creek,41.9856,-122.3605,Hydro,7.32
Fall River Solar CSG,41.7513,-71.1145,Solar,3.16
Falling Spring,39.9389,-77.6583,Gas,25.39
Falls,40.1765,-74.79,Oil,37.27
Falls City,40.055,-95.6083,Gas,110.37
Falls Creek,44.3968,-122.3502,Hydro,14.39
Falls Hydro,35.3944,-80.0753,Hydro,87.86
Falls River Hydro,44.0597,-111.3535,Hydro,26.22
Falls Village,41.9573,-73.3693,Hydro,23.3
Falmouth Landfill Solar,41.6101,-70.5986,Solar,4.88
False Island,55.4892,-133.1345,Oil,0.76
Faraday,45.268,-122.3201,Hydro,109.45
Fargo Drop,43.625,-116.8997,Hydro,3.5
Faribault Energy Park,44.3356,-93.2906,Gas,1179.61
Farley Road Community Solar,42.1,-72,Solar,3.09
Farmer City,40.2461,-88.6388,Oil,6.62
Farmers Branch Renewable Energy Facility,33.0311,-96.9572,Waste,0.57
Farmers City Wind LLC,40.575,-95.5228,Wind,442.9
Farmers Electric Cooperative - Kalona,41.5667,-91.7367,Oil,3.51
Farmersville,36.19,-119.12,Solar,9.64
Farmington Holdco Solar,44.6231,-93.134,Solar,8.14
Farmington Solar Farm,37.7553,-90.4277,Solar,4.07
Farrington Farm,35.8328,-79.025,Solar,1.73
FastSun 1 CSG,45.0723,-94.3067,Solar,1.62
FastSun 13 CSG,45.8417,-95.148,Solar,1.62
FastSun 14 CSG,44.179,-93.8652,Solar,1.62
FastSun 3 CSG,45.6177,-94.4865,Solar,1.62
FastSun 7 CSG,44.7192,-94.4941,Solar,1.62
FastSun 8 CSG,44.2605,-94.2908,Solar,1.62
Faulkton,45.0367,-99.1202,Oil,1.58
Fayette,39.1406,-92.68,Oil,6.38
Fayette Energy Facility,39.8592,-79.9182,Gas,2271.41
Fayette Power Project,29.9172,-96.7506,Coal,7806.4
Feather River Energy Center,39.1093,-121.6093,Gas,165.74
FedEx Field Solar Facility,38.9078,-76.8644,Solar,2.81
FedEx Woodbridge,40.5064,-74.3235,Solar,3.21
Federal Road Solar 1  LLC CSG,41.8069,-70.7257,Solar,6.89
Feeder Dam Hydro Plant,43.2899,-73.6658,Hydro,19.65
